,PseudoTime
HSPC_025,0.100877269553004
HSPC_031,0.0660059144399813
HSPC_037,0.11515768027229
LT_HSC_001,0.0368050046025106
HSPC_001,0.0480437929921079
HSPC_008,0.0581692300433333
HSPC_014,0.116205075926922
HSPC_020,0.0139847457665373
HSPC_026,0.0993258544154659
HSPC_038,0.151358183617153
LT_HSC_002,0.0630862230348357
HSPC_002,0.0458195273298102
HSPC_009,0.0975915298590887
HSPC_015,0.115401720323683
HSPC_021,0.0688969805296131
HSPC_027,0.0883559472838287
HSPC_033,0.124916301180565
LT_HSC_003,0.0662241160985927
HSPC_003,0.0910650154957432
HSPC_016,0.105822755119566
HSPC_028,0.111771470727318
HSPC_034,0.0888015885829469
HSPC_040,0.120228895240468
LT_HSC_004,0.0305472100498904
HSPC_004,0.109625129610798
HSPC_011,0.124090367759823
HSPC_017,0.0423066507659565
HSPC_023,0.113075837110309
HSPC_035,0.0512140750659555
HSPC_041,0.112813540494758
HSPC_012,0.0980842182751352
HSPC_018,0.0705756991833193
HSPC_024,0.0567101310844698
HSPC_030,0.132602484794633
HSPC_036,0.0886892131715367
HSPC_042,0.117686628869568
LT_HSC_006,0.110639294750622
HSPC_006,0.100835204403617
Prog_026,0.083814464240973
LT_HSC_009,0.0332472196111245
Prog_040,0.0740682321782029
LT_HSC_010,0.0928934366605399
LT_HSC_012,0.0292996429417948
HSPC_049,0.105579561648381
HSPC_055,0.0833810186365908
HSPC_061,0.095950459218509
HSPC_067,0.10142004732701
HSPC_073,0.104075097284898
HSPC_079,0.0787208779144662
LT_HSC_013,0.0357349717306228
HSPC_043,0.0937833845764747
HSPC_050,0.099793267919862
HSPC_056,0.107356336869741
HSPC_068,0.101292679197892
HSPC_074,0.0427832313705024
HSPC_080,0.102382838902072
LT_HSC_014,0.0336065088016328
HSPC_051,0.118960040647816
HSPC_057,0.0212773041033033
HSPC_069,0.0417215779867187
HSPC_075,0.035317911013792
HSPC_081,0.0658267357026514
LT_HSC_015,0.035218943581461
HSPC_045,0.100954060282467
HSPC_058,0.112962353029233
HSPC_064,0.0932525526875719
HSPC_070,0.0968593113742634
HSPC_076,0.0708570584978251
HSPC_082,0.0761778885410517
LT_HSC_016,0.0257777099596457
HSPC_046,0.0571472228859745
HSPC_053,0.0931101982700407
HSPC_065,0.0816455299429608
HSPC_071,0.0880303058150922
HSPC_077,0.085654585290756
HSPC_083,0.0357679775902336
LT_HSC_017,0.0487251586308419
HSPC_047,0.0543190221007666
HSPC_054,0.114263211822524
HSPC_060,0.044702213390121
HSPC_066,0.0234011221358228
HSPC_078,0.0988572053087761
HSPC_084,0.113074568051407
LT_HSC_018,0.0311659881652327
HSPC_048,0.121946893289371
Prog_073,0.111880115720105
LT_HSC_020,0.128899337295859
LT_HSC_021,0.0527478591346715
LT_HSC_022,0.0294847677833225
LT_HSC_023,0.0315264196740673
Prog_048,0.0674419445889555
HSPC_103,0.10459835103099
HSPC_115,0.0714481697557683
HSPC_121,0.0999172145114691
HSPC_085,0.112827022486406
HSPC_098,0.0955538790622988
HSPC_104,0.113503409623652
HSPC_122,0.123087026524121
LT_HSC_026,0.0999696253408291
HSPC_099,0.0614806518052371
HSPC_105,0.118736818629307
HSPC_111,0.0393552959208746
HSPC_117,0.100400025257496
HSPC_123,0.106763824836565
HSPC_087,0.0197478552341643
HSPC_094,0.0745920326370894
HSPC_100,0.106084596302247
HSPC_106,0.046881242330201
HSPC_118,0.070519743790695
LT_HSC_028,0.0355781348220284
HSPC_088,0.0674354638225255
HSPC_095,0.0102737267948964
HSPC_101,0.0918205436263655
HSPC_107,0.113220299907187
HSPC_119,0.0508299837903634
HSPC_125,0.113570410416554
HSPC_089,0.100146956421993
HSPC_096,0.0937306109813262
HSPC_108,0.104218577915035
HSPC_114,0.119589033385039
HSPC_120,0.029661513684413
HSPC_126,0.0596204944297418
HSPC_090,0.096246450473215
Prog_103,0.108653187012445
LT_HSC_031,0.0608062686150335
Prog_116,0.0789078910635436
LT_HSC_033,0.0238062791584658
LT_HSC_034,0.0338496078224183
LT_HSC_036,0.007977565737046
Prog_096,0.112303835336982
HSPC_133,0.0809149995932897
HSPC_139,0.0453183729309568
HSPC_151,0.083893714250898
HSPC_127,0.0717918516286757
HSPC_134,0.0964052241973391
HSPC_140,0.0812835551742966
HSPC_152,0.113986350635778
HSPC_158,0.109265883172557
HSPC_164,0.0801715155638291
HSPC_135,0.0316703033191854
HSPC_141,0.0699609192853598
HSPC_153,0.133127701491065
HSPC_159,0.0551708760915804
HSPC_165,0.090653627125493
LT_HSC_039,0.0467599462641258
