,PseudoTime
LPS_1h_S10,43.8539781489947
LPS_1h_S11,37.899845564292
LPS_1h_S12,47.1998191615465
LPS_1h_S13,44.0234378209042
LPS_1h_S14,26.9817217314581
LPS_1h_S15,38.2577702473145
LPS_1h_S16,0
LPS_1h_S17,24.9421198796684
LPS_1h_S18,34.3489669321688
LPS_1h_S19,33.2390052054972
LPS_1h_S1,19.4566508182825
LPS_1h_S20,34.0430686717165
LPS_1h_S21,13.8238265034233
LPS_1h_S22,12.1014179557188
LPS_1h_S23,44.247035429585
LPS_1h_S24,44.2437705258859
LPS_1h_S25,40.6032945319282
LPS_1h_S26,27.2254725188114
LPS_1h_S27,36.0040861014249
LPS_1h_S28,31.8245425976087
LPS_1h_S29,47.9544312829759
LPS_1h_S2,49.1170915024339
LPS_1h_S30,32.6687897553193
LPS_1h_S31,45.6987618790252
LPS_1h_S32,11.460725090542
LPS_1h_S33,28.4763005109071
LPS_1h_S34,35.5478963474292
LPS_1h_S35,33.7347759950334
LPS_1h_S36,48.5080394993633
LPS_1h_S37,40.4528140098267
LPS_1h_S38,24.0183573982858
LPS_1h_S39,28.7351821093822
LPS_1h_S3,34.1141144696754
LPS_1h_S40,30.2020294985078
LPS_1h_S41,40.2026544900971
LPS_1h_S42,35.6024693182641
LPS_1h_S43,17.8989250869759
LPS_1h_S44,40.639621370788
LPS_1h_S45,38.6952281252522
LPS_1h_S46,124.671595051913
LPS_1h_S47,111.235949936328
LPS_1h_S48,22.0274426245652
LPS_1h_S49,27.1730309719737
LPS_1h_S4,129.063723982718
LPS_1h_S50,7.14653705219552
LPS_1h_S51,38.0336450122144
LPS_1h_S52,39.6668599604667
LPS_1h_S53,21.839319367219
LPS_1h_S54,169.082982861698
LPS_1h_S55,45.689912214303
LPS_1h_S56,48.0067348641116
LPS_1h_S57,138.960723964464
LPS_1h_S58,44.5250466513164
LPS_1h_S59,26.4985211914084
LPS_1h_S5,27.2941735701813
LPS_1h_S60,17.3537780026027
LPS_1h_S61,6.09385792353987
LPS_1h_S62,31.0605868142343
LPS_1h_S63,27.2701757541681
LPS_1h_S64,23.5320508083713
LPS_1h_S65,134.582342095241
LPS_1h_S66,33.4610852514278
LPS_1h_S67,0.369935521702531
LPS_1h_S68,168.10534103041
LPS_1h_S69,166.28881467987
LPS_1h_S6,37.371141171692
LPS_1h_S70,113.537170489163
LPS_1h_S71,14.9430758849862
LPS_1h_S72,11.4870871599165
LPS_1h_S73,36.0282285718596
LPS_1h_S74,25.4371648177673
LPS_1h_S75,45.6331676706591
LPS_1h_S76,113.020186816349
LPS_1h_S77,42.8728731346589
LPS_1h_S78,34.7057744841656
LPS_1h_S79,119.086704901711
LPS_1h_S7,48.2289239322677
LPS_1h_S80,39.8147220229244
LPS_1h_S81,150.316094691883
LPS_1h_S82,7.74767425733147
LPS_1h_S83,112.176898227006
LPS_1h_S84,153.659045421135
LPS_1h_S85,43.5986586996597
LPS_1h_S86,37.9509198909256
LPS_1h_S87,22.0327251406104
LPS_1h_S88,40.2104797171476
LPS_1h_S89,14.9005939961689
LPS_1h_S8,42.6202909556985
LPS_1h_S90,46.5043005435773
LPS_1h_S91,39.5047152458556
LPS_1h_S92,114.190529762632
LPS_1h_S93,40.7244425401824
LPS_1h_S94,45.7217962347688
LPS_1h_S95,125.79089564123
LPS_1h_S96,37.3606779631354
LPS_1h_S9,108.292644020994
LPS_2h_S10,141.786982201673
LPS_2h_S11,105.628549935097
LPS_2h_S12,58.0009075290298
LPS_2h_S13,40.3363874136035
LPS_2h_S14,49.2037163909154
LPS_2h_S15,40.4382712860035
LPS_2h_S16,55.391366059001
LPS_2h_S17,59.889288873714
LPS_2h_S18,56.3241487772116
LPS_2h_S19,52.1540653307102
LPS_2h_S1,95.5260261613233
LPS_2h_S20,171.039028379675
LPS_2h_S21,48.7895824870857
LPS_2h_S22,55.343104399394
LPS_2h_S23,48.0850591819698
LPS_2h_S24,170.976635662473
LPS_2h_S25,52.4871960599367
LPS_2h_S26,42.2697515765565
LPS_2h_S27,29.2893507509902
LPS_2h_S28,56.6237969615305
LPS_2h_S29,50.368856914347
LPS_2h_S2,96.4373105188627
LPS_2h_S30,164.805790271671
LPS_2h_S31,140.317253776045
LPS_2h_S32,56.006398909406
LPS_2h_S33,63.4853618609231
LPS_2h_S34,54.1900560443965
LPS_2h_S35,50.112185697282
LPS_2h_S36,163.484709730811
LPS_2h_S37,113.784998741473
LPS_2h_S38,54.8213712927265
LPS_2h_S39,55.2290761720349
LPS_2h_S3,151.161938838267
LPS_2h_S40,60.7443708889319
LPS_2h_S41,29.8932234357123
LPS_2h_S42,52.5856492920401
LPS_2h_S43,135.283429265858
LPS_2h_S44,96.0692752262932
LPS_2h_S45,41.5340399153396
LPS_2h_S46,50.6075187800487
LPS_2h_S47,170.919204405342
LPS_2h_S48,171.017016757702
LPS_2h_S49,49.3130551766926
LPS_2h_S4,20.2259781996126
LPS_2h_S50,150.776458123582
LPS_2h_S51,82.8622726375297
LPS_2h_S52,53.7581794150316
LPS_2h_S53,48.0286695630876
LPS_2h_S54,56.6117689868748
LPS_2h_S55,170.289977725363
LPS_2h_S56,110.258412495627
LPS_2h_S57,22.1040875712713
LPS_2h_S58,52.0975326203838
LPS_2h_S59,114.976096999894
LPS_2h_S5,108.652308820528
LPS_2h_S60,19.6880095982393
LPS_2h_S61,154.892614796475
LPS_2h_S62,51.3964022328359
LPS_2h_S63,54.1569637705571
LPS_2h_S64,43.0031670900459
LPS_2h_S65,49.4419360193541
LPS_2h_S66,16.491423631809
LPS_2h_S67,148.867437085562
LPS_2h_S68,143.70010494754
LPS_2h_S69,42.4418729803562
LPS_2h_S6,51.6462839467464
LPS_2h_S70,127.862840427338
LPS_2h_S71,57.5582010399387
LPS_2h_S72,95.7932703158976
LPS_2h_S73,50.1595454784412
LPS_2h_S74,166.057528706127
LPS_2h_S75,27.7420766407053
LPS_2h_S76,46.0862484906565
LPS_2h_S77,124.86637725727
LPS_2h_S78,31.7061749844603
LPS_2h_S79,147.940524360213
LPS_2h_S7,51.8070866455995
LPS_2h_S80,106.499131272041
LPS_2h_S81,108.57695422689
LPS_2h_S82,107.886540945492
LPS_2h_S83,57.125244748413
LPS_2h_S84,27.9526140073533
LPS_2h_S85,52.7544449615612
LPS_2h_S86,115.510851280347
LPS_2h_S87,55.6422162869108
LPS_2h_S88,104.696155999011
LPS_2h_S89,20.8445574845097
LPS_2h_S8,50.4283042537318
LPS_2h_S90,170.920147017934
LPS_2h_S91,55.7849310430049
LPS_2h_S92,52.671150290576
LPS_2h_S93,45.9306042339146
LPS_2h_S94,68.1107670038028
LPS_2h_S95,54.9866507389417
LPS_2h_S96,169.375763146773
LPS_2h_S9,22.9276602454186
LPS_4h_S10,107.736443751044
LPS_4h_S11,150.987268432458
LPS_4h_S12,160.566698871067
LPS_4h_S14,67.6802871396647
LPS_4h_S15,170.962061693536
LPS_4h_S16,63.9805973576245
LPS_4h_S17,74.1317110674107
LPS_4h_S18,67.8442157148082
LPS_4h_S19,89.88439725549
